No.  X  Y  Z  Yaw  Pitch  Roll  Weld_En
7 -13.983 -15.475 9.31 0 0 1 1
7 -13.207 -15.171 9.31 0 0 1 1
7 -12.899 -15.035 9.31 0 0 1 1
7 -12.451 -14.832 9.31 0 0 1 1
7 -11.71 -14.455 9.31 0 0 1 1
7 -10.987 -14.043 9.31 0 0 1 1
7 -10.576 -13.786 9.31 0 0 1 1
7 -10.291 -13.601 9.31 0 0 1 1
7 -9.612 -13.122 9.31 0 0 1 1
7 -8.96 -12.613 9.31 0 0 1 1
7 -8.333 -12.072 9.31 0 0 1 1
7 -7.848 -11.614 9.31 0 0 1 1
7 -7.162 -10.904 9.31 0 0 1 1
7 -6.622 -10.281 9.31 0 0 1 1
7 -6.113 -9.63 9.31 0 0 1 1
7 -5.632 -8.951 9.31 0 0 1 1
7 -5.178 -8.237 9.31 0 0 1 1
7 -4.759 -7.501 9.31 0 0 1 1
7 -4.378 -6.746 9.31 0 0 1 1
7 -4.09 -6.102 9.31 0 0 1 1
7 -3.732 -5.191 9.31 0 0 1 1
7 -3.47 -4.398 9.31 0 0 1 1
7 -3.247 -3.592 9.31 0 0 1 1
7 -3.073 -2.82 9.31 0 0 1 1
7 -2.959 -2.426 9.31 0 0 1 1
7 -2.827 -2.086 9.31 0 0 1 1
7 -2.679 -1.777 9.31 0 0 1 1
7 -2.515 -1.507 9.31 0 0 1 1
7 -2.274 -1.196 9.31 0 0 1 1
7 -1.916 -0.843 9.31 0 0 1 1
7 -1.631 -0.641 9.31 0 0 1 1
7 -1.326 -0.485 9.31 0 0 1 1
7 -0.911 -0.314 9.31 0 0 1 1
7 -0.229 -0.209 9.31 0 0 1 1
7 0.404 -0.258 9.31 0 0 1 1
8 0.727 -1.413 10.64 0 0 1 1
8 1.096 -1.579 10.64 0 0 1 1
8 1.449 -1.805 10.64 0 0 1 1
8 1.785 -2.097 10.64 0 0 1 1
8 2.059 -2.402 10.64 0 0 1 1
8 2.301 -2.743 10.64 0 0 1 1
8 2.507 -3.112 10.64 0 0 1 1
8 2.678 -3.508 10.64 0 0 1 1
8 3.112 -4.911 10.64 0 0 1 1
8 3.402 -5.695 10.64 0 0 1 1
8 3.734 -6.47 10.64 0 0 1 1
8 3.952 -6.925 10.64 0 0 1 1
8 4.329 -7.647 10.64 0 0 1 1
8 4.737 -8.348 10.64 0 0 1 1
8 5.179 -9.029 10.64 0 0 1 1
8 5.654 -9.692 10.64 0 0 1 1
8 5.97 -10.1 10.64 0 0 1 1
8 6.529 -10.761 10.64 0 0 1 1
8 7.122 -11.392 10.64 0 0 1 1
8 7.746 -11.993 10.64 0 0 1 1
8 8.459 -12.609 10.64 0 0 1 1
8 9.1 -13.109 10.64 0 0 1 1
8 9.794 -13.599 10.64 0 0 1 1
8 10.518 -14.059 10.64 0 0 1 1
8 11.264 -14.482 10.64 0 0 1 1
8 12.03 -14.868 10.64 0 0 1 1
8 12.813 -15.215 10.64 0 0 1 1
8 13.612 -15.523 10.64 0 0 1 1
8 14.424 -15.791 10.64 0 0 1 1
8 15.249 -16.019 10.64 0 0 1 1
8 16.082 -16.206 10.64 0 0 1 1
8 16.923 -16.352 10.64 0 0 1 1
8 17.77 -16.456 10.64 0 0 1 1
8 18.619 -16.518 10.64 0 0 1 1
8 19.47 -16.538 10.64 0 0 1 1
8 20.34 -16.516 10.64 0 0 1 1
8 21.157 -16.455 10.64 0 0 1 1
8 21.983 -16.354 10.64 0 0 1 1
8 22.803 -16.213 10.64 0 0 1 1
8 23.617 -16.032 10.64 0 0 1 1
8 24.421 -15.812 10.64 0 0 1 1
8 25.214 -15.554 10.64 0 0 1 1
8 25.994 -15.257 10.64 0 0 1 1
8 26.759 -14.922 10.64 0 0 1 1
8 27.507 -14.551 10.64 0 0 1 1
8 28.236 -14.143 10.64 0 0 1 1
8 28.945 -13.701 10.64 0 0 1 1
8 29.631 -13.224 10.64 0 0 1 1
8 30.293 -12.714 10.64 0 0 1 1
8 30.929 -12.172 10.64 0 0 1 1
8 31.538 -11.599 10.64 0 0 1 1
8 32.118 -10.997 10.64 0 0 1 1
8 32.668 -10.367 10.64 0 0 1 1
8 33.187 -9.709 10.64 0 0 1 1
8 33.672 -9.027 10.64 0 0 1 1
8 34.124 -8.321 10.64 0 0 1 1
8 34.54 -7.595 10.64 0 0 1 1
8 34.92 -6.85 10.64 0 0 1 1
8 35.262 -6.087 10.64 0 0 1 1
8 35.566 -5.311 10.64 0 0 1 1
8 35.831 -4.521 10.64 0 0 1 1
8 36.057 -3.721 10.64 0 0 1 1
8 36.242 -2.909 10.64 0 0 1 1
8 36.386 -2.088 10.64 0 0 1 1
8 36.49 -1.257 10.64 0 0 1 1
8 36.552 -0.418 10.64 0 0 1 1
8 36.573 0.428 10.64 0 0 1 1
8 36.552 1.274 10.64 0 0 1 1
8 36.49 2.112 10.64 0 0 1 1
8 36.386 2.943 10.64 0 0 1 1
8 36.242 3.764 10.64 0 0 1 1
8 36.057 4.576 10.64 0 0 1 1
8 35.831 5.377 10.64 0 0 1 1
8 35.566 6.166 10.64 0 0 1 1
8 35.262 6.943 10.64 0 0 1 1
8 34.92 7.705 10.64 0 0 1 1
8 34.54 8.45 10.64 0 0 1 1
8 34.124 9.177 10.64 0 0 1 1
8 33.672 9.882 10.64 0 0 1 1
8 33.187 10.564 10.64 0 0 1 1
8 32.668 11.222 10.64 0 0 1 1
8 32.118 11.852 10.64 0 0 1 1
8 31.538 12.455 10.64 0 0 1 1
8 30.929 13.027 10.64 0 0 1 1
8 30.293 13.569 10.64 0 0 1 1
8 29.63 14.08 10.64 0 0 1 1
8 29.33 14.289 10.64 0 0 1 1
8 28.945 14.555 10.64 0 0 1 1
8 28.236 14.998 10.64 0 0 1 1
8 27.506 15.406 10.64 0 0 1 1
8 27.077 15.621 10.64 0 0 1 1
8 26.76 15.777 10.64 0 0 1 1
8 25.994 16.112 10.64 0 0 1 1
8 25.214 16.409 10.64 0 0 1 1
8 24.643 16.597 10.64 0 0 1 1
8 23.614 16.888 10.64 0 0 1 1
8 22.804 17.068 10.64 0 0 1 1
8 21.983 17.209 10.64 0 0 1 1
8 21.157 17.311 10.64 0 0 1 1
8 20.32 17.372 10.64 0 0 1 1
8 19.47 17.393 10.64 0 0 1 1
8 18.619 17.373 10.64 0 0 1 1
8 17.77 17.311 10.64 0 0 1 1
8 16.923 17.207 10.64 0 0 1 1
8 16.082 17.061 10.64 0 0 1 1
8 15.249 16.874 10.64 0 0 1 1
8 14.424 16.646 10.64 0 0 1 1
8 13.612 16.378 10.64 0 0 1 1
8 12.813 16.07 10.64 0 0 1 1
8 12.03 15.723 10.64 0 0 1 1
8 11.264 15.337 10.64 0 0 1 1
8 10.519 14.914 10.64 0 0 1 1
8 9.794 14.455 10.64 0 0 1 1
8 9.092 13.958 10.64 0 0 1 1
8 8.403 13.419 10.64 0 0 1 1
8 7.843 12.935 10.64 0 0 1 1
8 7.12 12.245 10.64 0 0 1 1
8 6.692 11.794 10.64 0 0 1 1
8 5.97 10.955 10.64 0 0 1 1
8 5.449 10.272 10.64 0 0 1 1
8 4.963 9.563 10.64 0 0 1 1
8 4.514 8.834 10.64 0 0 1 1
8 4.104 8.087 10.64 0 0 1 1
8 3.733 7.324 10.64 0 0 1 1
8 3.402 6.55 10.64 0 0 1 1
8 3.113 5.767 10.64 0 0 1 1
8 2.678 4.363 10.64 0 0 1 1
8 2.507 3.967 10.64 0 0 1 1
8 2.301 3.598 10.64 0 0 1 1
8 2.059 3.257 10.64 0 0 1 1
8 1.782 2.949 10.64 0 0 1 1
8 1.448 2.66 10.64 0 0 1 1
8 1.096 2.434 10.64 0 0 1 1
8 0.732 2.27 10.64 0 0 1 1
8 0.355 2.166 10.64 0 0 1 1
8 -0.113 2.118 10.64 0 0 1 1
8 -0.508 2.15 10.64 0 0 1 1
8 -0.914 2.25 10.64 0 0 1 1
8 -1.356 2.445 10.64 0 0 1 1
8 -1.688 2.66 10.64 0 0 1 1
8 -2.023 2.95 10.64 0 0 1 1
8 -2.299 3.257 10.64 0 0 1 1
8 -2.541 3.598 10.64 0 0 1 1
8 -2.747 3.967 10.64 0 0 1 1
8 -2.919 4.363 10.64 0 0 1 1
8 -3.353 5.768 10.64 0 0 1 1
8 -3.644 6.553 10.64 0 0 1 1
8 -3.975 7.33 10.64 0 0 1 1
8 -4.346 8.094 10.64 0 0 1 1
8 -4.756 8.843 10.64 0 0 1 1
8 -5.205 9.572 10.64 0 0 1 1
8 -5.69 10.28 10.64 0 0 1 1
8 -6.211 10.962 10.64 0 0 1 1
8 -6.934 11.798 10.64 0 0 1 1
8 -7.362 12.25 10.64 0 0 1 1
8 -7.989 12.851 10.64 0 0 1 1
8 -8.7 13.466 10.64 0 0 1 1
8 -9.342 13.965 10.64 0 0 1 1
8 -10.037 14.456 10.64 0 0 1 1
8 -10.76 14.915 10.64 0 0 1 1
8 -11.506 15.339 10.64 0 0 1 1
8 -12.272 15.724 10.64 0 0 1 1
8 -13.055 16.072 10.64 0 0 1 1
8 -13.853 16.38 10.64 0 0 1 1
8 -14.666 16.648 10.64 0 0 1 1
8 -15.49 16.875 10.64 0 0 1 1
8 -16.323 17.062 10.64 0 0 1 1
8 -17.164 17.207 10.64 0 0 1 1
8 -18.01 17.311 10.64 0 0 1 1
8 -18.86 17.373 10.64 0 0 1 1
8 -19.71 17.393 10.64 0 0 1 1
8 -20.58 17.371 10.64 0 0 1 1
8 -21.397 17.31 10.64 0 0 1 1
8 -22.223 17.209 10.64 0 0 1 1
8 -23.043 17.068 10.64 0 0 1 1
8 -23.854 16.888 10.64 0 0 1 1
8 -24.882 16.597 10.64 0 0 1 1
8 -25.453 16.409 10.64 0 0 1 1
8 -26.234 16.112 10.64 0 0 1 1
8 -26.998 15.777 10.64 0 0 1 1
8 -27.746 15.405 10.64 0 0 1 1
8 -28.476 14.997 10.64 0 0 1 1
8 -28.843 14.769 10.64 0 0 1 1
8 -29.183 14.555 10.64 0 0 1 1
8 -29.87 14.078 10.64 0 0 1 1
8 -30.532 13.568 10.64 0 0 1 1
8 -31.168 13.026 10.64 0 0 1 1
8 -31.777 12.454 10.64 0 0 1 1
8 -32.357 11.852 10.64 0 0 1 1
8 -32.907 11.222 10.64 0 0 1 1
8 -33.426 10.565 10.64 0 0 1 1
8 -33.911 9.884 10.64 0 0 1 1
8 -34.362 9.178 10.64 0 0 1 1
8 -34.778 8.451 10.64 0 0 1 1
8 -35.158 7.705 10.64 0 0 1 1
8 -35.5 6.942 10.64 0 0 1 1
8 -35.805 6.164 10.64 0 0 1 1
8 -36.07 5.374 10.64 0 0 1 1
8 -36.295 4.572 10.64 0 0 1 1
8 -36.48 3.761 10.64 0 0 1 1
8 -36.625 2.94 10.64 0 0 1 1
8 -36.728 2.111 10.64 0 0 1 1
8 -36.791 1.273 10.64 0 0 1 1
8 -36.812 0.428 10.64 0 0 1 1
8 -36.791 -0.418 10.64 0 0 1 1
8 -36.728 -1.256 10.64 0 0 1 1
8 -36.625 -2.085 10.64 0 0 1 1
8 -36.48 -2.906 10.64 0 0 1 1
8 -36.295 -3.717 10.64 0 0 1 1
8 -36.07 -4.519 10.64 0 0 1 1
8 -35.805 -5.309 10.64 0 0 1 1
8 -35.5 -6.087 10.64 0 0 1 1
8 -35.158 -6.85 10.64 0 0 1 1
8 -34.778 -7.596 10.64 0 0 1 1
8 -34.362 -8.323 10.64 0 0 1 1
8 -33.911 -9.028 10.64 0 0 1 1
8 -33.426 -9.71 10.64 0 0 1 1
8 -32.907 -10.367 10.64 0 0 1 1
8 -32.357 -10.997 10.64 0 0 1 1
8 -31.777 -11.599 10.64 0 0 1 1
8 -31.168 -12.171 10.64 0 0 1 1
8 -30.532 -12.713 10.64 0 0 1 1
8 -29.869 -13.223 10.64 0 0 1 1
8 -29.571 -13.432 10.64 0 0 1 1
8 -29.184 -13.699 10.64 0 0 1 1
8 -28.475 -14.142 10.64 0 0 1 1
8 -27.746 -14.55 10.64 0 0 1 1
8 -27.316 -14.765 10.64 0 0 1 1
8 -26.999 -14.921 10.64 0 0 1 1
8 -26.234 -15.256 10.64 0 0 1 1
8 -25.453 -15.554 10.64 0 0 1 1
8 -24.883 -15.741 10.64 0 0 1 1
8 -23.854 -16.033 10.64 0 0 1 1
8 -23.043 -16.213 10.64 0 0 1 1
8 -22.223 -16.354 10.64 0 0 1 1
8 -21.397 -16.455 10.64 0 0 1 1
8 -20.56 -16.517 10.64 0 0 1 1
8 -19.711 -16.538 10.64 0 0 1 1
8 -18.86 -16.518 10.64 0 0 1 1
8 -18.01 -16.456 10.64 0 0 1 1
8 -17.397 -16.381 10.64 0 0 1 1
8 -16.32 -16.206 10.64 0 0 1 1
8 -15.489 -16.02 10.64 0 0 1 1
8 -15.048 -15.9 10.64 0 0 1 1
8 -14.666 -15.793 10.64 0 0 1 1
8 -13.853 -15.525 10.64 0 0 1 1
8 -13.057 -15.217 10.64 0 0 1 1
8 -12.067 -14.767 10.64 0 0 1 1
8 -11.507 -14.484 10.64 0 0 1 1
8 -10.761 -14.06 10.64 0 0 1 1
8 -10.036 -13.601 10.64 0 0 1 1
8 -9.333 -13.104 10.64 0 0 1 1
8 -8.7 -12.611 10.64 0 0 1 1
8 -7.989 -11.996 10.64 0 0 1 1
8 -7.362 -11.395 10.64 0 0 1 1
8 -6.934 -10.944 10.64 0 0 1 1
8 -6.211 -10.106 10.64 0 0 1 1
8 -5.689 -9.423 10.64 0 0 1 1
8 -5.42 -9.037 10.64 0 0 1 1
8 -5.206 -8.72 10.64 0 0 1 1
8 -4.756 -7.988 10.64 0 0 1 1
8 -4.347 -7.242 10.64 0 0 1 1
8 -3.852 -6.194 10.64 0 0 1 1
8 -3.644 -5.699 10.64 0 0 1 1
8 -3.353 -4.913 10.64 0 0 1 1
8 -2.918 -3.507 10.64 0 0 1 1
8 -2.749 -3.116 10.64 0 0 1 1
8 -2.607 -2.852 10.64 0 0 1 1
8 -2.339 -2.452 10.64 0 0 1 1
8 -2.023 -2.095 10.64 0 0 1 1
8 -1.688 -1.805 10.64 0 0 1 1
8 -1.335 -1.579 10.64 0 0 1 1
8 -0.967 -1.413 10.64 0 0 1 1
8 -0.512 -1.295 10.64 0 0 1 1
8 -0.12 -1.263 10.64 0 0 1 1
8 0.273 -1.295 10.64 0 0 1 1
9 0.506 -2.523 11.97 0 0 1 1
9 0.886 -2.652 11.97 0 0 1 1
9 1.255 -2.842 11.97 0 0 1 1
9 1.659 -3.142 11.97 0 0 1 1
9 1.889 -3.364 11.97 0 0 1 1
9 2.154 -3.679 11.97 0 0 1 1
9 2.385 -4.031 11.97 0 0 1 1
9 2.583 -4.414 11.97 0 0 1 1
9 2.949 -5.405 11.97 0 0 1 1
9 3.271 -6.19 11.97 0 0 1 1
9 3.632 -6.96 11.97 0 0 1 1
9 4.033 -7.716 11.97 0 0 1 1
9 4.471 -8.454 11.97 0 0 1 1
9 4.945 -9.17 11.97 0 0 1 1
9 5.455 -9.862 11.97 0 0 1 1
9 5.998 -10.527 11.97 0 0 1 1
9 6.575 -11.165 11.97 0 0 1 1
9 6.949 -11.541 11.97 0 0 1 1
9 7.181 -11.769 11.97 0 0 1 1
9 7.82 -12.345 11.97 0 0 1 1
9 8.486 -12.889 11.97 0 0 1 1
9 8.743 -13.08 11.97 0 0 1 1
9 9.176 -13.396 11.97 0 0 1 1
9 9.892 -13.87 11.97 0 0 1 1
9 10.63 -14.309 11.97 0 0 1 1
9 11.389 -14.711 11.97 0 0 1 1
9 12.175 -15.079 11.97 0 0 1 1
9 12.89 -15.375 11.97 0 0 1 1
9 13.651 -15.651 11.97 0 0 1 1
9 14.424 -15.892 11.97 0 0 1 1
9 15.21 -16.097 11.97 0 0 1 1
9 16.007 -16.267 11.97 0 0 1 1
9 16.813 -16.399 11.97 0 0 1 1
9 17.626 -16.495 11.97 0 0 1 1
9 18.444 -16.552 11.97 0 0 1 1
9 19.266 -16.571 11.97 0 0 1 1
9 20.09 -16.551 11.97 0 0 1 1
9 20.914 -16.493 11.97 0 0 1 1
9 21.736 -16.395 11.97 0 0 1 1
9 22.576 -16.254 11.97 0 0 1 1
9 23.41 -16.072 11.97 0 0 1 1
9 24.233 -15.849 11.97 0 0 1 1
9 25.043 -15.586 11.97 0 0 1 1
9 25.838 -15.284 11.97 0 0 1 1
9 26.617 -14.945 11.97 0 0 1 1
9 27.376 -14.568 11.97 0 0 1 1
9 28.115 -14.155 11.97 0 0 1 1
9 28.832 -13.707 11.97 0 0 1 1
9 29.525 -13.225 11.97 0 0 1 1
9 30.193 -12.71 11.97 0 0 1 1
9 30.833 -12.163 11.97 0 0 1 1
9 31.445 -11.586 11.97 0 0 1 1
9 32.027 -10.98 11.97 0 0 1 1
9 32.578 -10.346 11.97 0 0 1 1
9 33.097 -9.685 11.97 0 0 1 1
9 33.582 -9.001 11.97 0 0 1 1
9 34.033 -8.294 11.97 0 0 1 1
9 34.448 -7.567 11.97 0 0 1 1
9 34.826 -6.822 11.97 0 0 1 1
9 35.167 -6.061 11.97 0 0 1 1
9 35.476 -5.27 11.97 0 0 1 1
9 35.735 -4.497 11.97 0 0 1 1
9 35.958 -3.701 11.97 0 0 1 1
9 36.143 -2.885 11.97 0 0 1 1
9 36.283 -2.083 11.97 0 0 1 1
9 36.386 -1.256 11.97 0 0 1 1
9 36.448 -0.419 11.97 0 0 1 1
9 36.468 0.428 11.97 0 0 1 1
9 36.448 1.274 11.97 0 0 1 1
9 36.386 2.111 11.97 0 0 1 1
9 36.283 2.938 11.97 0 0 1 1
9 36.14 3.755 11.97 0 0 1 1
9 35.957 4.561 11.97 0 0 1 1
9 35.733 5.357 11.97 0 0 1 1
9 35.47 6.143 11.97 0 0 1 1
9 35.167 6.916 11.97 0 0 1 1
9 34.826 7.677 11.97 0 0 1 1
9 34.448 8.422 11.97 0 0 1 1
9 34.033 9.149 11.97 0 0 1 1
9 33.582 9.856 11.97 0 0 1 1
9 33.097 10.54 11.97 0 0 1 1
9 32.578 11.201 11.97 0 0 1 1
9 32.027 11.835 11.97 0 0 1 1
9 31.445 12.441 11.97 0 0 1 1
9 30.833 13.018 11.97 0 0 1 1
9 30.193 13.565 11.97 0 0 1 1
9 29.525 14.08 11.97 0 0 1 1
9 28.832 14.562 11.97 0 0 1 1
9 28.115 15.01 11.97 0 0 1 1
9 27.771 15.204 11.97 0 0 1 1
9 27.377 15.423 11.97 0 0 1 1
9 26.617 15.8 11.97 0 0 1 1
9 25.838 16.139 11.97 0 0 1 1
9 25.043 16.441 11.97 0 0 1 1
9 24.233 16.704 11.97 0 0 1 1
9 23.41 16.927 11.97 0 0 1 1
9 22.576 17.11 11.97 0 0 1 1
9 21.727 17.252 11.97 0 0 1 1
9 20.914 17.348 11.97 0 0 1 1
9 20.09 17.406 11.97 0 0 1 1
9 19.266 17.426 11.97 0 0 1 1
9 18.444 17.407 11.97 0 0 1 1
9 17.626 17.35 11.97 0 0 1 1
9 16.813 17.255 11.97 0 0 1 1
9 16.007 17.122 11.97 0 0 1 1
9 15.21 16.952 11.97 0 0 1 1
9 14.424 16.747 11.97 0 0 1 1
9 13.651 16.506 11.97 0 0 1 1
9 12.89 16.23 11.97 0 0 1 1
9 12.145 15.921 11.97 0 0 1 1
9 11.389 15.566 11.97 0 0 1 1
9 10.63 15.164 11.97 0 0 1 1
9 9.891 14.725 11.97 0 0 1 1
9 9.392 14.396 11.97 0 0 1 1
9 8.482 13.741 11.97 0 0 1 1
9 7.82 13.2 11.97 0 0 1 1
9 7.184 12.627 11.97 0 0 1 1
9 6.393 11.821 11.97 0 0 1 1
9 5.999 11.383 11.97 0 0 1 1
9 5.455 10.717 11.97 0 0 1 1
9 4.946 10.025 11.97 0 0 1 1
9 4.459 9.288 11.97 0 0 1 1
9 4.033 8.571 11.97 0 0 1 1
9 3.632 7.815 11.97 0 0 1 1
9 3.271 7.045 11.97 0 0 1 1
9 2.948 6.26 11.97 0 0 1 1
9 2.582 5.269 11.97 0 0 1 1
9 2.385 4.885 11.97 0 0 1 1
9 2.153 4.534 11.97 0 0 1 1
9 1.886 4.215 11.97 0 0 1 1
9 1.585 3.933 11.97 0 0 1 1
9 1.252 3.696 11.97 0 0 1 1
9 0.91 3.517 11.97 0 0 1 1
9 0.499 3.376 11.97 0 0 1 1
9 0.087 3.307 11.97 0 0 1 1
9 -0.331 3.307 11.97 0 0 1 1
9 -0.746 3.378 11.97 0 0 1 1
9 -1.128 3.507 11.97 0 0 1 1
9 -1.497 3.698 11.97 0 0 1 1
9 -1.899 3.996 11.97 0 0 1 1
9 -2.131 4.22 11.97 0 0 1 1
9 -2.395 4.536 11.97 0 0 1 1
9 -2.627 4.887 11.97 0 0 1 1
9 -2.824 5.271 11.97 0 0 1 1
9 -3.191 6.264 11.97 0 0 1 1
9 -3.514 7.053 11.97 0 0 1 1
9 -3.875 7.826 11.97 0 0 1 1
9 -4.277 8.584 11.97 0 0 1 1
9 -4.715 9.322 11.97 0 0 1 1
9 -5.189 10.038 11.97 0 0 1 1
9 -5.698 10.728 11.97 0 0 1 1
9 -6.242 11.391 11.97 0 0 1 1
9 -6.819 12.026 11.97 0 0 1 1
9 -7.193 12.401 11.97 0 0 1 1
9 -7.425 12.629 11.97 0 0 1 1
9 -8.063 13.204 11.97 0 0 1 1
9 -8.73 13.747 11.97 0 0 1 1
9 -8.985 13.936 11.97 0 0 1 1
9 -9.42 14.254 11.97 0 0 1 1
9 -10.136 14.728 11.97 0 0 1 1
9 -10.874 15.166 11.97 0 0 1 1
9 -11.633 15.568 11.97 0 0 1 1
9 -12.42 15.937 11.97 0 0 1 1
9 -13.133 16.233 11.97 0 0 1 1
9 -13.894 16.508 11.97 0 0 1 1
9 -14.667 16.749 11.97 0 0 1 1
9 -15.453 16.954 11.97 0 0 1 1
9 -16.25 17.123 11.97 0 0 1 1
9 -17.055 17.255 11.97 0 0 1 1
9 -17.868 17.35 11.97 0 0 1 1
9 -18.686 17.407 11.97 0 0 1 1
9 -19.508 17.426 11.97 0 0 1 1
9 -20.332 17.406 11.97 0 0 1 1
9 -21.156 17.348 11.97 0 0 1 1
9 -21.977 17.25 11.97 0 0 1 1
9 -22.817 17.109 11.97 0 0 1 1
9 -23.651 16.927 11.97 0 0 1 1
9 -24.474 16.704 11.97 0 0 1 1
9 -25.284 16.441 11.97 0 0 1 1
9 -26.079 16.139 11.97 0 0 1 1
9 -26.857 15.799 11.97 0 0 1 1
9 -27.616 15.422 11.97 0 0 1 1
9 -28.355 15.009 11.97 0 0 1 1
9 -29.072 14.56 11.97 0 0 1 1
9 -29.765 14.078 11.97 0 0 1 1
9 -30.432 13.563 11.97 0 0 1 1
9 -31.073 13.017 11.97 0 0 1 1
9 -31.685 12.44 11.97 0 0 1 1
9 -32.267 11.834 11.97 0 0 1 1
9 -32.818 11.201 11.97 0 0 1 1
9 -33.336 10.542 11.97 0 0 1 1
9 -33.821 9.858 11.97 0 0 1 1
9 -34.272 9.151 11.97 0 0 1 1
9 -34.687 8.423 11.97 0 0 1 1
9 -35.065 7.677 11.97 0 0 1 1
9 -35.406 6.915 11.97 0 0 1 1
9 -35.714 6.122 11.97 0 0 1 1
9 -35.973 5.348 11.97 0 0 1 1
9 -36.196 4.551 11.97 0 0 1 1
9 -36.381 3.736 11.97 0 0 1 1
9 -36.522 2.935 11.97 0 0 1 1
9 -36.624 2.109 11.97 0 0 1 1
9 -36.686 1.273 11.97 0 0 1 1
9 -36.707 0.428 11.97 0 0 1 1
9 -36.686 -0.418 11.97 0 0 1 1
9 -36.624 -1.254 11.97 0 0 1 1
9 -36.522 -2.08 11.97 0 0 1 1
9 -36.379 -2.895 11.97 0 0 1 1
9 -36.195 -3.701 11.97 0 0 1 1
9 -35.972 -4.498 11.97 0 0 1 1
9 -35.708 -5.284 11.97 0 0 1 1
9 -35.406 -6.06 11.97 0 0 1 1
9 -35.065 -6.822 11.97 0 0 1 1
9 -34.687 -7.568 11.97 0 0 1 1
9 -34.272 -8.296 11.97 0 0 1 1
9 -33.821 -9.003 11.97 0 0 1 1
9 -33.336 -9.687 11.97 0 0 1 1
9 -32.818 -10.346 11.97 0 0 1 1
9 -32.267 -10.979 11.97 0 0 1 1
9 -31.684 -11.585 11.97 0 0 1 1
9 -31.073 -12.161 11.97 0 0 1 1
9 -30.432 -12.708 11.97 0 0 1 1
9 -29.765 -13.223 11.97 0 0 1 1
9 -29.072 -13.705 11.97 0 0 1 1
9 -28.355 -14.153 11.97 0 0 1 1
9 -27.616 -14.567 11.97 0 0 1 1
9 -26.857 -14.944 11.97 0 0 1 1
9 -26.079 -15.284 11.97 0 0 1 1
9 -25.284 -15.586 11.97 0 0 1 1
9 -24.474 -15.849 11.97 0 0 1 1
9 -23.651 -16.071 11.97 0 0 1 1
9 -22.817 -16.254 11.97 0 0 1 1
9 -21.969 -16.396 11.97 0 0 1 1
9 -21.157 -16.492 11.97 0 0 1 1
9 -20.193 -16.557 11.97 0 0 1 1
9 -19.509 -16.571 11.97 0 0 1 1
9 -18.689 -16.552 11.97 0 0 1 1
9 -17.523 -16.459 11.97 0 0 1 1
9 -17.058 -16.4 11.97 0 0 1 1
9 -16.25 -16.268 11.97 0 0 1 1
9 -15.451 -16.098 11.97 0 0 1 1
9 -14.92 -15.964 11.97 0 0 1 1
9 -13.892 -15.652 11.97 0 0 1 1
9 -13.134 -15.378 11.97 0 0 1 1
9 -12.389 -15.069 11.97 0 0 1 1
9 -11.633 -14.713 11.97 0 0 1 1
9 -10.875 -14.311 11.97 0 0 1 1
9 -10.136 -13.873 11.97 0 0 1 1
9 -9.635 -13.543 11.97 0 0 1 1
9 -8.727 -12.889 11.97 0 0 1 1
9 -8.063 -12.349 11.97 0 0 1 1
9 -7.425 -11.774 11.97 0 0 1 1
9 -7.193 -11.546 11.97 0 0 1 1
9 -6.819 -11.171 11.97 0 0 1 1
9 -6.243 -10.537 11.97 0 0 1 1
9 -5.613 -9.759 11.97 0 0 1 1
9 -5.189 -9.183 11.97 0 0 1 1
9 -4.702 -8.446 11.97 0 0 1 1
9 -4.277 -7.729 11.97 0 0 1 1
9 -3.876 -6.971 11.97 0 0 1 1
9 -3.514 -6.198 11.97 0 0 1 1
9 -3.191 -5.409 11.97 0 0 1 1
9 -2.824 -4.415 11.97 0 0 1 1
9 -2.626 -4.031 11.97 0 0 1 1
9 -2.395 -3.679 11.97 0 0 1 1
9 -2.127 -3.36 11.97 0 0 1 1
9 -1.825 -3.078 11.97 0 0 1 1
9 -1.492 -2.841 11.97 0 0 1 1
9 -1.153 -2.663 11.97 0 0 1 1
9 -0.739 -2.52 11.97 0 0 1 1
9 -0.329 -2.452 11.97 0 0 1 1
9 0.089 -2.452 11.97 0 0 1 1
10 0.253 -3.587 13.3 0 0 1 1
10 0.757 -3.715 13.3 0 0 1 1
10 1.032 -3.832 13.3 0 0 1 1
10 1.382 -4.035 13.3 0 0 1 1
10 1.703 -4.286 13.3 0 0 1 1
10 1.896 -4.475 13.3 0 0 1 1
10 2.196 -4.835 13.3 0 0 1 1
10 2.477 -5.287 13.3 0 0 1 1
10 3.101 -6.687 13.3 0 0 1 1
10 3.332 -7.144 13.3 0 0 1 1
10 3.494 -7.455 13.3 0 0 1 1
10 3.93 -8.213 13.3 0 0 1 1
10 4.403 -8.949 13.3 0 0 1 1
10 4.914 -9.662 13.3 0 0 1 1
10 5.461 -10.348 13.3 0 0 1 1
10 6.042 -11.004 13.3 0 0 1 1
10 6.669 -11.642 13.3 0 0 1 1
10 7.3 -12.223 13.3 0 0 1 1
10 7.972 -12.782 13.3 0 0 1 1
10 8.671 -13.307 13.3 0 0 1 1
10 9.134 -13.622 13.3 0 0 1 1
10 9.393 -13.795 13.3 0 0 1 1
