No.  X  Y  Z  Yaw  Pitch  Roll  Weld_En
19 34.021 1.33 25.27 0 0 1 1
19 33.956 2.2 25.27 0 0 1 1
19 33.849 3.043 25.27 0 0 1 1
19 33.7 3.863 25.27 0 0 1 1
19 33.508 4.666 25.27 0 0 1 1
19 33.275 5.458 25.27 0 0 1 1
19 33.0 6.242 25.27 0 0 1 1
19 32.683 7.02 25.27 0 0 1 1
19 32.325 7.793 25.27 0 0 1 1
19 31.926 8.558 25.27 0 0 1 1
19 31.488 9.31 25.27 0 0 1 1
19 31.012 10.045 25.27 0 0 1 1
19 30.499 10.759 25.27 0 0 1 1
19 29.949 11.45 25.27 0 0 1 1
19 29.364 12.113 25.27 0 0 1 1
19 28.764 12.727 25.27 0 0 1 1
19 28.088 13.351 25.27 0 0 1 1
19 27.298 14.005 25.27 0 0 1 1
19 26.649 14.492 25.27 0 0 1 1
19 26.034 14.914 25.27 0 0 1 1
19 25.029 15.531 25.27 0 0 1 1
19 24.429 15.861 25.27 0 0 1 1
19 23.863 16.147 25.27 0 0 1 1
19 23.272 16.423 25.27 0 0 1 1
19 22.637 16.693 25.27 0 0 1 1
19 21.456 17.13 25.27 0 0 1 1
19 20.32 17.472 25.27 0 0 1 1
19 19.578 17.658 25.27 0 0 1 1
19 18.462 17.88 25.27 0 0 1 1
19 17.644 18.003 25.27 0 0 1 1
19 16.768 18.094 25.27 0 0 1 1
19 15.675 18.156 25.27 0 0 1 1
19 14.641 18.16 25.27 0 0 1 1
19 13.694 18.117 25.27 0 0 1 1
19 12.695 18.023 25.27 0 0 1 1
19 11.691 17.879 25.27 0 0 1 1
19 10.7 17.684 25.27 0 0 1 1
19 9.725 17.441 25.27 0 0 1 1
19 8.765 17.149 25.27 0 0 1 1
19 8.199 16.949 25.27 0 0 1 1
19 7.833 16.813 25.27 0 0 1 1
19 6.916 16.43 25.27 0 0 1 1
19 6.028 16.004 25.27 0 0 1 1
19 5.165 15.535 25.27 0 0 1 1
19 4.885 15.366 25.27 0 0 1 1
19 4.338 15.028 25.27 0 0 1 1
19 3.539 14.479 25.27 0 0 1 1
19 2.774 13.893 25.27 0 0 1 1
19 1.557 12.851 25.27 0 0 1 1
19 1.116 12.598 25.27 0 0 1 1
19 0.646 12.42 25.27 0 0 1 1
19 0.152 12.326 25.27 0 0 1 1
19 -0.345 12.324 25.27 0 0 1 1
19 -0.829 12.403 25.27 0 0 1 1
19 -1.149 12.512 25.27 0 0 1 1
19 -1.308 12.573 25.27 0 0 1 1
19 -1.734 12.808 25.27 0 0 1 1
19 -2.098 13.097 25.27 0 0 1 1
19 -3.024 13.899 25.27 0 0 1 1
19 -3.799 14.492 25.27 0 0 1 1
19 -4.609 15.046 25.27 0 0 1 1
19 -5.449 15.558 25.27 0 0 1 1
19 -6.316 16.028 25.27 0 0 1 1
19 -7.209 16.454 25.27 0 0 1 1
19 -8.123 16.835 25.27 0 0 1 1
19 -9.057 17.169 25.27 0 0 1 1
19 -10.007 17.456 25.27 0 0 1 1
19 -10.972 17.693 25.27 0 0 1 1
19 -11.948 17.883 25.27 0 0 1 1
19 -12.933 18.023 25.27 0 0 1 1
19 -13.924 18.116 25.27 0 0 1 1
19 -14.874 18.16 25.27 0 0 1 1
19 -15.912 18.156 25.27 0 0 1 1
19 -16.802 18.11 25.27 0 0 1 1
19 -17.888 18.001 25.27 0 0 1 1
19 -18.708 17.879 25.27 0 0 1 1
19 -19.829 17.656 25.27 0 0 1 1
19 -20.572 17.47 25.27 0 0 1 1
19 -21.714 17.125 25.27 0 0 1 1
19 -22.378 16.889 25.27 0 0 1 1
19 -23.529 16.415 25.27 0 0 1 1
19 -24.117 16.139 25.27 0 0 1 1
19 -24.683 15.851 25.27 0 0 1 1
19 -25.285 15.519 25.27 0 0 1 1
19 -25.928 15.131 25.27 0 0 1 1
19 -26.904 14.477 25.27 0 0 1 1
19 -27.548 13.993 25.27 0 0 1 1
19 -28.335 13.342 25.27 0 0 1 1
19 -28.966 12.761 25.27 0 0 1 1
19 -29.601 12.117 25.27 0 0 1 1
19 -30.187 11.456 25.27 0 0 1 1
19 -30.737 10.769 25.27 0 0 1 1
19 -31.25 10.056 25.27 0 0 1 1
19 -31.726 9.321 25.27 0 0 1 1
19 -32.163 8.566 25.27 0 0 1 1
19 -32.562 7.796 25.27 0 0 1 1
19 -32.92 7.016 25.27 0 0 1 1
19 -33.238 6.231 25.27 0 0 1 1
19 -33.513 5.442 25.27 0 0 1 1
19 -33.747 4.648 25.27 0 0 1 1
19 -33.938 3.847 25.27 0 0 1 1
19 -34.088 3.032 25.27 0 0 1 1
19 -34.195 2.194 25.27 0 0 1 1
19 -34.259 1.328 25.27 0 0 1 1
19 -34.282 0.428 25.27 0 0 1 1
19 -34.259 -0.473 25.27 0 0 1 1
19 -34.195 -1.339 25.27 0 0 1 1
19 -34.088 -2.176 25.27 0 0 1 1
19 -33.938 -2.992 25.27 0 0 1 1
19 -33.747 -3.793 25.27 0 0 1 1
19 -33.513 -4.587 25.27 0 0 1 1
19 -33.238 -5.376 25.27 0 0 1 1
19 -32.92 -6.161 25.27 0 0 1 1
19 -32.562 -6.941 25.27 0 0 1 1
19 -32.163 -7.711 25.27 0 0 1 1
19 -31.726 -8.466 25.27 0 0 1 1
19 -31.25 -9.201 25.27 0 0 1 1
19 -30.737 -9.914 25.27 0 0 1 1
19 -30.187 -10.601 25.27 0 0 1 1
19 -29.601 -11.262 25.27 0 0 1 1
19 -29.004 -11.869 25.27 0 0 1 1
19 -28.333 -12.488 25.27 0 0 1 1
19 -27.72 -13.002 25.27 0 0 1 1
19 -27.13 -13.455 25.27 0 0 1 1
19 -26.284 -14.048 25.27 0 0 1 1
19 -25.283 -14.665 25.27 0 0 1 1
19 -24.683 -14.996 25.27 0 0 1 1
19 -24.117 -15.284 25.27 0 0 1 1
19 -23.525 -15.562 25.27 0 0 1 1
19 -22.891 -15.833 25.27 0 0 1 1
19 -21.711 -16.271 25.27 0 0 1 1
19 -20.572 -16.615 25.27 0 0 1 1
19 -19.827 -16.801 25.27 0 0 1 1
19 -19.025 -16.967 25.27 0 0 1 1
19 -17.886 -17.146 25.27 0 0 1 1
19 -16.804 -17.255 25.27 0 0 1 1
19 -15.773 -17.303 25.27 0 0 1 1
19 -14.875 -17.304 25.27 0 0 1 1
19 -13.925 -17.261 25.27 0 0 1 1
19 -12.934 -17.168 25.27 0 0 1 1
19 -11.948 -17.028 25.27 0 0 1 1
19 -10.972 -16.838 25.27 0 0 1 1
19 -10.26 -16.664 25.27 0 0 1 1
19 -9.055 -16.313 25.27 0 0 1 1
19 -8.123 -15.98 25.27 0 0 1 1
19 -7.209 -15.599 25.27 0 0 1 1
19 -6.317 -15.173 25.27 0 0 1 1
19 -5.448 -14.703 25.27 0 0 1 1
19 -5.165 -14.532 25.27 0 0 1 1
19 -4.61 -14.191 25.27 0 0 1 1
19 -3.799 -13.637 25.27 0 0 1 1
19 -3.024 -13.044 25.27 0 0 1 1
19 -2.098 -12.241 25.27 0 0 1 1
19 -1.734 -11.953 25.27 0 0 1 1
19 -1.3 -11.713 25.27 0 0 1 1
19 -0.832 -11.548 25.27 0 0 1 1
19 -0.345 -11.469 25.27 0 0 1 1
19 0.152 -11.471 25.27 0 0 1 1
20 0.746 -12.225 26.6 0 0 1 1
20 1.211 -12.418 26.6 0 0 1 1
20 1.632 -12.682 26.6 0 0 1 1
20 2.218 -13.167 26.6 0 0 1 1
20 3.031 -13.784 26.6 0 0 1 1
20 3.666 -14.22 26.6 0 0 1 1
20 4.499 -14.736 26.6 0 0 1 1
20 5.359 -15.209 26.6 0 0 1 1
20 6.243 -15.639 26.6 0 0 1 1
20 7.15 -16.025 26.6 0 0 1 1
20 8.081 -16.368 26.6 0 0 1 1
20 9.032 -16.664 26.6 0 0 1 1
20 10.0 -16.914 26.6 0 0 1 1
20 10.985 -17.116 26.6 0 0 1 1
20 11.982 -17.268 26.6 0 0 1 1
20 12.99 -17.37 26.6 0 0 1 1
20 14.005 -17.42 26.6 0 0 1 1
20 15.024 -17.42 26.6 0 0 1 1
20 16.046 -17.368 26.6 0 0 1 1
20 17.066 -17.265 26.6 0 0 1 1
20 18.089 -17.108 26.6 0 0 1 1
20 19.054 -16.911 26.6 0 0 1 1
20 19.959 -16.682 26.6 0 0 1 1
20 20.95 -16.379 26.6 0 0 1 1
20 21.772 -16.084 26.6 0 0 1 1
20 22.54 -15.769 26.6 0 0 1 1
20 23.029 -15.55 26.6 0 0 1 1
20 23.799 -15.175 26.6 0 0 1 1
20 24.506 -14.792 26.6 0 0 1 1
20 25.155 -14.404 26.6 0 0 1 1
20 26.123 -13.76 26.6 0 0 1 1
20 27.087 -13.027 26.6 0 0 1 1
20 27.605 -12.59 26.6 0 0 1 1
20 28.084 -12.156 26.6 0 0 1 1
20 28.505 -11.747 26.6 0 0 1 1
20 28.938 -11.297 26.6 0 0 1 1
20 29.365 -10.82 26.6 0 0 1 1
20 30.117 -9.888 26.6 0 0 1 1
20 30.525 -9.323 26.6 0 0 1 1
20 31.132 -8.387 26.6 0 0 1 1
20 31.502 -7.751 26.6 0 0 1 1
20 31.859 -7.073 26.6 0 0 1 1
20 32.291 -6.15 26.6 0 0 1 1
20 32.582 -5.44 26.6 0 0 1 1
20 32.844 -4.705 26.6 0 0 1 1
20 33.106 -3.83 26.6 0 0 1 1
20 33.29 -3.066 26.6 0 0 1 1
20 33.451 -2.189 26.6 0 0 1 1
20 33.555 -1.373 26.6 0 0 1 1
20 33.624 -0.455 26.6 0 0 1 1
20 33.645 0.427 26.6 0 0 1 1
20 33.62 1.378 26.6 0 0 1 1
20 33.555 2.228 26.6 0 0 1 1
20 33.451 3.044 26.6 0 0 1 1
20 33.29 3.921 26.6 0 0 1 1
20 33.106 4.686 26.6 0 0 1 1
20 32.888 5.423 26.6 0 0 1 1
20 32.581 6.296 26.6 0 0 1 1
20 32.291 7.006 26.6 0 0 1 1
20 31.975 7.691 26.6 0 0 1 1
20 31.501 8.608 26.6 0 0 1 1
20 31.131 9.244 26.6 0 0 1 1
20 30.753 9.838 26.6 0 0 1 1
20 30.111 10.75 26.6 0 0 1 1
20 29.81 11.137 26.6 0 0 1 1
20 29.368 11.672 26.6 0 0 1 1
20 28.938 12.152 26.6 0 0 1 1
20 28.505 12.602 26.6 0 0 1 1
20 28.084 13.011 26.6 0 0 1 1
20 27.605 13.446 26.6 0 0 1 1
20 27.087 13.882 26.6 0 0 1 1
20 26.123 14.615 26.6 0 0 1 1
20 25.155 15.259 26.6 0 0 1 1
20 24.508 15.646 26.6 0 0 1 1
20 23.509 16.177 26.6 0 0 1 1
20 22.773 16.525 26.6 0 0 1 1
20 21.975 16.86 26.6 0 0 1 1
20 20.948 17.235 26.6 0 0 1 1
20 19.958 17.537 26.6 0 0 1 1
20 19.054 17.767 26.6 0 0 1 1
20 18.081 17.964 26.6 0 0 1 1
20 17.065 18.12 26.6 0 0 1 1
20 16.045 18.223 26.6 0 0 1 1
20 15.024 18.275 26.6 0 0 1 1
20 14.002 18.276 26.6 0 0 1 1
20 13.394 18.25 26.6 0 0 1 1
20 12.993 18.225 26.6 0 0 1 1
20 11.982 18.123 26.6 0 0 1 1
20 10.982 17.97 26.6 0 0 1 1
20 10.618 17.9 26.6 0 0 1 1
20 10.003 17.77 26.6 0 0 1 1
20 9.032 17.52 26.6 0 0 1 1
20 8.081 17.223 26.6 0 0 1 1
20 7.151 16.881 26.6 0 0 1 1
20 6.243 16.494 26.6 0 0 1 1
20 5.359 16.064 26.6 0 0 1 1
20 4.499 15.591 26.6 0 0 1 1
20 3.794 15.157 26.6 0 0 1 1
20 2.863 14.519 26.6 0 0 1 1
20 2.22 14.024 26.6 0 0 1 1
20 1.632 13.537 26.6 0 0 1 1
20 1.211 13.274 26.6 0 0 1 1
20 0.746 13.08 26.6 0 0 1 1
20 0.256 12.971 26.6 0 0 1 1
20 -0.239 12.949 26.6 0 0 1 1
20 -0.723 13.011 26.6 0 0 1 1
20 -0.967 13.081 26.6 0 0 1 1
20 -1.206 13.159 26.6 0 0 1 1
20 -1.645 13.379 26.6 0 0 1 1
20 -2.022 13.658 26.6 0 0 1 1
20 -2.509 14.062 26.6 0 0 1 1
20 -3.128 14.535 26.6 0 0 1 1
20 -3.95 15.102 26.6 0 0 1 1
20 -4.805 15.627 26.6 0 0 1 1
20 -5.713 16.121 26.6 0 0 1 1
20 -6.594 16.545 26.6 0 0 1 1
20 -7.514 16.931 26.6 0 0 1 1
20 -8.452 17.27 26.6 0 0 1 1
20 -9.408 17.561 26.6 0 0 1 1
20 -10.378 17.803 26.6 0 0 1 1
20 -11.359 17.996 26.6 0 0 1 1
20 -12.35 18.14 26.6 0 0 1 1
20 -13.346 18.234 26.6 0 0 1 1
20 -14.345 18.278 26.6 0 0 1 1
20 -15.344 18.274 26.6 0 0 1 1
20 -16.341 18.219 26.6 0 0 1 1
20 -17.331 18.116 26.6 0 0 1 1
20 -18.323 17.963 26.6 0 0 1 1
20 -19.288 17.768 26.6 0 0 1 1
20 -20.196 17.539 26.6 0 0 1 1
20 -21.189 17.236 26.6 0 0 1 1
20 -22.012 16.94 26.6 0 0 1 1
20 -23.016 16.523 26.6 0 0 1 1
20 -23.753 16.174 26.6 0 0 1 1
20 -24.756 15.638 26.6 0 0 1 1
20 -25.406 15.249 26.6 0 0 1 1
20 -26.386 14.594 26.6 0 0 1 1
20 -26.948 14.178 26.6 0 0 1 1
20 -27.884 13.408 26.6 0 0 1 1
20 -28.363 12.972 26.6 0 0 1 1
20 -28.804 12.542 26.6 0 0 1 1
20 -29.218 12.111 26.6 0 0 1 1
20 -29.64 11.639 26.6 0 0 1 1
20 -30.379 10.721 26.6 0 0 1 1
20 -30.782 10.162 26.6 0 0 1 1
20 -31.185 9.551 26.6 0 0 1 1
20 -31.747 8.601 26.6 0 0 1 1
20 -32.101 7.923 26.6 0 0 1 1
20 -32.533 6.99 26.6 0 0 1 1
20 -32.824 6.273 26.6 0 0 1 1
20 -33.086 5.533 26.6 0 0 1 1
20 -33.315 4.772 26.6 0 0 1 1
20 -33.531 3.892 26.6 0 0 1 1
20 -33.691 3.023 26.6 0 0 1 1
20 -33.795 2.215 26.6 0 0 1 1
20 -33.859 1.371 26.6 0 0 1 1
20 -33.883 0.428 26.6 0 0 1 1
20 -33.859 -0.516 26.6 0 0 1 1
20 -33.795 -1.359 26.6 0 0 1 1
20 -33.678 -2.249 26.6 0 0 1 1
20 -33.55 -2.942 26.6 0 0 1 1
20 -33.314 -3.918 26.6 0 0 1 1
20 -33.086 -4.678 26.6 0 0 1 1
20 -32.825 -5.416 26.6 0 0 1 1
20 -32.44 -6.346 26.6 0 0 1 1
20 -32.102 -7.066 26.6 0 0 1 1
20 -31.747 -7.745 26.6 0 0 1 1
20 -31.185 -8.695 26.6 0 0 1 1
20 -30.782 -9.307 26.6 0 0 1 1
20 -30.379 -9.866 26.6 0 0 1 1
20 -29.64 -10.784 26.6 0 0 1 1
20 -29.218 -11.256 26.6 0 0 1 1
20 -28.788 -11.704 26.6 0 0 1 1
20 -28.363 -12.117 26.6 0 0 1 1
20 -27.884 -12.553 26.6 0 0 1 1
20 -26.948 -13.322 26.6 0 0 1 1
20 -26.383 -13.741 26.6 0 0 1 1
20 -25.769 -14.16 26.6 0 0 1 1
20 -24.753 -14.785 26.6 0 0 1 1
20 -23.755 -15.318 26.6 0 0 1 1
20 -22.778 -15.77 26.6 0 0 1 1
20 -22.013 -16.085 26.6 0 0 1 1
20 -21.189 -16.381 26.6 0 0 1 1
20 -20.3 -16.655 26.6 0 0 1 1
20 -19.288 -16.913 26.6 0 0 1 1
20 -18.316 -17.11 26.6 0 0 1 1
20 -17.332 -17.261 26.6 0 0 1 1
20 -16.341 -17.364 26.6 0 0 1 1
20 -15.344 -17.418 26.6 0 0 1 1
20 -14.345 -17.423 26.6 0 0 1 1
20 -13.345 -17.379 26.6 0 0 1 1
20 -12.822 -17.331 26.6 0 0 1 1
20 -12.351 -17.285 26.6 0 0 1 1
20 -11.359 -17.141 26.6 0 0 1 1
20 -10.378 -16.948 26.6 0 0 1 1
20 -9.41 -16.706 26.6 0 0 1 1
20 -8.29 -16.357 26.6 0 0 1 1
20 -7.514 -16.076 26.6 0 0 1 1
20 -6.594 -15.689 26.6 0 0 1 1
20 -5.691 -15.255 26.6 0 0 1 1
20 -4.804 -14.772 26.6 0 0 1 1
20 -3.95 -14.247 26.6 0 0 1 1
20 -3.128 -13.68 26.6 0 0 1 1
20 -2.487 -13.189 26.6 0 0 1 1
20 -2.021 -12.801 26.6 0 0 1 1
20 -1.644 -12.523 26.6 0 0 1 1
20 -1.206 -12.304 26.6 0 0 1 1
20 -0.967 -12.225 26.6 0 0 1 1
20 -0.723 -12.155 26.6 0 0 1 1
20 -0.239 -12.094 26.6 0 0 1 1
20 0.256 -12.116 26.6 0 0 1 1
21 0.84 -12.856 27.93 0 0 1 1
21 1.3 -13.063 27.93 0 0 1 1
21 1.701 -13.334 27.93 0 0 1 1
21 2.162 -13.692 27.93 0 0 1 1
21 2.968 -14.26 27.93 0 0 1 1
21 3.805 -14.788 27.93 0 0 1 1
21 4.259 -15.046 27.93 0 0 1 1
21 4.664 -15.268 27.93 0 0 1 1
21 5.555 -15.708 27.93 0 0 1 1
21 6.467 -16.102 27.93 0 0 1 1
21 7.396 -16.45 27.93 0 0 1 1
21 8.555 -16.809 27.93 0 0 1 1
21 9.309 -17.006 27.93 0 0 1 1
21 10.285 -17.211 27.93 0 0 1 1
21 11.27 -17.368 27.93 0 0 1 1
21 12.271 -17.478 27.93 0 0 1 1
21 13.281 -17.538 27.93 0 0 1 1
21 14.069 -17.549 27.93 0 0 1 1
21 15.009 -17.523 27.93 0 0 1 1
21 15.947 -17.454 27.93 0 0 1 1
21 16.881 -17.341 27.93 0 0 1 1
21 17.811 -17.185 27.93 0 0 1 1
21 18.734 -16.985 27.93 0 0 1 1
21 19.647 -16.742 27.93 0 0 1 1
21 20.548 -16.456 27.93 0 0 1 1
21 21.436 -16.128 27.93 0 0 1 1
21 22.307 -15.759 27.93 0 0 1 1
21 23.16 -15.349 27.93 0 0 1 1
21 24.016 -14.889 27.93 0 0 1 1
21 24.808 -14.412 27.93 0 0 1 1
21 25.647 -13.847 27.93 0 0 1 1
21 26.341 -13.329 27.93 0 0 1 1
21 27.146 -12.663 27.93 0 0 1 1
21 27.745 -12.112 27.93 0 0 1 1
21 28.498 -11.346 27.93 0 0 1 1
21 29.004 -10.773 27.93 0 0 1 1
21 29.7 -9.901 27.93 0 0 1 1
21 30.127 -9.304 27.93 0 0 1 1
21 30.756 -8.324 27.93 0 0 1 1
21 31.105 -7.713 27.93 0 0 1 1
21 31.649 -6.642 27.93 0 0 1 1
21 31.924 -6.022 27.93 0 0 1 1
21 32.122 -5.534 27.93 0 0 1 1
21 32.347 -4.92 27.93 0 0 1 1
21 32.539 -4.324 27.93 0 0 1 1
21 32.684 -3.813 27.93 0 0 1 1
21 32.829 -3.22 27.93 0 0 1 1
21 32.949 -2.627 27.93 0 0 1 1
21 33.041 -2.071 27.93 0 0 1 1
21 33.118 -1.457 27.93 0 0 1 1
21 33.173 -0.833 27.93 0 0 1 1
21 33.204 -0.227 27.93 0 0 1 1
21 33.215 0.428 27.93 0 0 1 1
21 33.204 1.082 27.93 0 0 1 1
21 33.173 1.688 27.93 0 0 1 1
21 33.118 2.312 27.93 0 0 1 1
21 33.041 2.927 27.93 0 0 1 1
21 32.949 3.482 27.93 0 0 1 1
21 32.829 4.075 27.93 0 0 1 1
21 32.684 4.668 27.93 0 0 1 1
21 32.539 5.179 27.93 0 0 1 1
21 32.347 5.775 27.93 0 0 1 1
21 32.122 6.389 27.93 0 0 1 1
21 31.924 6.877 27.93 0 0 1 1
21 31.649 7.497 27.93 0 0 1 1
21 31.105 8.568 27.93 0 0 1 1
21 30.756 9.179 27.93 0 0 1 1
21 30.127 10.159 27.93 0 0 1 1
21 29.7 10.756 27.93 0 0 1 1
21 29.004 11.628 27.93 0 0 1 1
21 28.498 12.201 27.93 0 0 1 1
21 27.744 12.968 27.93 0 0 1 1
21 27.146 13.518 27.93 0 0 1 1
21 26.341 14.184 27.93 0 0 1 1
21 25.647 14.703 27.93 0 0 1 1
21 24.807 15.267 27.93 0 0 1 1
21 24.016 15.744 27.93 0 0 1 1
21 23.151 16.209 27.93 0 0 1 1
21 22.307 16.614 27.93 0 0 1 1
21 21.435 16.983 27.93 0 0 1 1
21 20.548 17.311 27.93 0 0 1 1
21 19.646 17.597 27.93 0 0 1 1
21 18.733 17.84 27.93 0 0 1 1
21 17.811 18.04 27.93 0 0 1 1
21 16.881 18.196 27.93 0 0 1 1
21 15.944 18.31 27.93 0 0 1 1
21 15.313 18.361 27.93 0 0 1 1
21 14.295 18.403 27.93 0 0 1 1
21 13.13 18.387 27.93 0 0 1 1
21 12.272 18.333 27.93 0 0 1 1
21 11.269 18.223 27.93 0 0 1 1
21 10.285 18.066 27.93 0 0 1 1
21 9.311 17.861 27.93 0 0 1 1
21 8.347 17.607 27.93 0 0 1 1
21 7.399 17.306 27.93 0 0 1 1
21 6.466 16.957 27.93 0 0 1 1
21 5.555 16.563 27.93 0 0 1 1
21 4.663 16.123 27.93 0 0 1 1
21 4.259 15.902 27.93 0 0 1 1
21 3.805 15.642 27.93 0 0 1 1
21 2.967 15.115 27.93 0 0 1 1
21 2.163 14.548 27.93 0 0 1 1
21 1.698 14.187 27.93 0 0 1 1
21 1.3 13.918 27.93 0 0 1 1
21 0.84 13.711 27.93 0 0 1 1
21 0.357 13.588 27.93 0 0 1 1
21 -0.137 13.547 27.93 0 0 1 1
21 -0.621 13.592 27.93 0 0 1 1
21 -0.782 13.631 27.93 0 0 1 1
21 -1.107 13.721 27.93 0 0 1 1
21 -1.555 13.925 27.93 0 0 1 1
21 -1.942 14.188 27.93 0 0 1 1
21 -2.416 14.555 27.93 0 0 1 1
21 -2.931 14.923 27.93 0 0 1 1
21 -3.224 15.124 27.93 0 0 1 1
21 -4.075 15.658 27.93 0 0 1 1
21 -4.954 16.148 27.93 0 0 1 1
21 -5.867 16.596 27.93 0 0 1 1
21 -6.231 16.758 27.93 0 0 1 1
21 -6.795 16.994 27.93 0 0 1 1
21 -7.755 17.347 27.93 0 0 1 1
21 -8.735 17.651 27.93 0 0 1 1
21 -9.732 17.904 27.93 0 0 1 1
21 -10.805 18.116 27.93 0 0 1 1
21 -11.766 18.256 27.93 0 0 1 1
21 -12.769 18.353 27.93 0 0 1 1
21 -13.774 18.401 27.93 0 0 1 1
21 -14.78 18.398 27.93 0 0 1 1
21 -15.783 18.346 27.93 0 0 1 1
21 -16.399 18.284 27.93 0 0 1 1
21 -16.78 18.244 27.93 0 0 1 1
21 -17.77 18.093 27.93 0 0 1 1
21 -18.749 17.895 27.93 0 0 1 1
21 -19.714 17.649 27.93 0 0 1 1
21 -20.663 17.356 27.93 0 0 1 1
21 -21.593 17.018 27.93 0 0 1 1
21 -22.502 16.635 27.93 0 0 1 1
21 -23.397 16.204 27.93 0 0 1 1
21 -24.25 15.744 27.93 0 0 1 1
21 -25.126 15.213 27.93 0 0 1 1
21 -25.889 14.697 27.93 0 0 1 1
21 -26.587 14.175 27.93 0 0 1 1
21 -27.397 13.505 27.93 0 0 1 1
21 -28.196 12.761 27.93 0 0 1 1
21 -28.755 12.184 27.93 0 0 1 1
21 -29.264 11.61 27.93 0 0 1 1
21 -29.956 10.743 27.93 0 0 1 1
21 -30.618 9.792 27.93 0 0 1 1
21 -31.003 9.174 27.93 0 0 1 1
21 -31.351 8.56 27.93 0 0 1 1
21 -31.896 7.476 27.93 0 0 1 1
21 -32.172 6.845 27.93 0 0 1 1
21 -32.418 6.224 27.93 0 0 1 1
21 -32.598 5.722 27.93 0 0 1 1
21 -32.792 5.114 27.93 0 0 1 1
21 -32.937 4.593 27.93 0 0 1 1
21 -33.082 3.993 27.93 0 0 1 1
21 -33.201 3.4 27.93 0 0 1 1
21 -33.295 2.807 27.93 0 0 1 1
21 -33.363 2.248 27.93 0 0 1 1
21 -33.414 1.641 27.93 0 0 1 1
21 -33.443 1.056 27.93 0 0 1 1
21 -33.454 0.428 27.93 0 0 1 1
21 -33.443 -0.201 27.93 0 0 1 1
21 -33.414 -0.786 27.93 0 0 1 1
21 -33.363 -1.393 27.93 0 0 1 1
21 -33.289 -1.995 27.93 0 0 1 1
21 -33.201 -2.544 27.93 0 0 1 1
21 -33.082 -3.138 27.93 0 0 1 1
21 -32.937 -3.737 27.93 0 0 1 1
21 -32.792 -4.259 27.93 0 0 1 1
21 -32.598 -4.866 27.93 0 0 1 1
21 -32.372 -5.49 27.93 0 0 1 1
21 -32.173 -5.989 27.93 0 0 1 1
21 -31.894 -6.624 27.93 0 0 1 1
21 -31.584 -7.262 27.93 0 0 1 1
21 -31.001 -8.322 27.93 0 0 1 1
21 -30.617 -8.939 27.93 0 0 1 1
21 -30.186 -9.568 27.93 0 0 1 1
21 -29.957 -9.886 27.93 0 0 1 1
21 -29.488 -10.487 27.93 0 0 1 1
21 -28.755 -11.329 27.93 0 0 1 1
21 -28.0 -12.096 27.93 0 0 1 1
21 -27.399 -12.648 27.93 0 0 1 1
21 -26.587 -13.32 27.93 0 0 1 1
21 -25.889 -13.842 27.93 0 0 1 1
21 -25.126 -14.358 27.93 0 0 1 1
21 -24.251 -14.889 27.93 0 0 1 1
21 -23.389 -15.354 27.93 0 0 1 1
21 -22.503 -15.779 27.93 0 0 1 1
21 -21.593 -16.162 27.93 0 0 1 1
21 -20.663 -16.501 27.93 0 0 1 1
21 -19.714 -16.794 27.93 0 0 1 1
21 -18.749 -17.039 27.93 0 0 1 1
21 -17.77 -17.238 27.93 0 0 1 1
21 -16.78 -17.389 27.93 0 0 1 1
21 -16.401 -17.428 27.93 0 0 1 1
21 -15.783 -17.49 27.93 0 0 1 1
21 -14.78 -17.543 27.93 0 0 1 1
21 -13.774 -17.546 27.93 0 0 1 1
21 -12.769 -17.498 27.93 0 0 1 1
21 -11.749 -17.399 27.93 0 0 1 1
21 -10.805 -17.261 27.93 0 0 1 1
21 -9.732 -17.049 27.93 0 0 1 1
21 -8.735 -16.796 27.93 0 0 1 1
21 -7.756 -16.492 27.93 0 0 1 1
21 -6.795 -16.138 27.93 0 0 1 1
21 -6.232 -15.903 27.93 0 0 1 1
21 -5.867 -15.741 27.93 0 0 1 1
21 -4.955 -15.293 27.93 0 0 1 1
21 -4.076 -14.803 27.93 0 0 1 1
21 -3.225 -14.269 27.93 0 0 1 1
21 -2.931 -14.068 27.93 0 0 1 1
21 -2.415 -13.699 27.93 0 0 1 1
21 -1.942 -13.332 27.93 0 0 1 1
21 -1.555 -13.069 27.93 0 0 1 1
21 -1.107 -12.866 27.93 0 0 1 1
21 -0.782 -12.776 27.93 0 0 1 1
21 -0.621 -12.737 27.93 0 0 1 1
21 -0.137 -12.692 27.93 0 0 1 1
21 0.357 -12.732 27.93 0 0 1 1
22 0.93 -13.461 29.26 0 0 1 1
22 1.381 -13.679 29.26 0 0 1 1
22 2.303 -14.325 29.26 0 0 1 1
22 3.119 -14.844 29.26 0 0 1 1
22 3.973 -15.33 29.26 0 0 1 1
22 4.867 -15.779 29.26 0 0 1 1
22 5.783 -16.182 29.26 0 0 1 1
22 6.721 -16.54 29.26 0 0 1 1
22 7.402 -16.765 29.26 0 0 1 1
22 8.647 -17.113 29.26 0 0 1 1
22 9.626 -17.325 29.26 0 0 1 1
22 10.616 -17.489 29.26 0 0 1 1
22 11.615 -17.603 29.26 0 0 1 1
22 11.992 -17.63 29.26 0 0 1 1
22 12.612 -17.667 29.26 0 0 1 1
22 13.615 -17.682 29.26 0 0 1 1
22 14.615 -17.647 29.26 0 0 1 1
