##No.  X  Y  Z  Yaw  Pitch  Roll  Weld_En
1, 28.33, 15.307, 2.5, 0, 0, 0, 0
1, 38.692, 33.254, 2.5, 0, 0, 0, 1
1, 38.692, 38.054, 2.5, 0, 0, 0, 1
1, 26.945, 17.707, 2.5, 0, 0, 0, 1
1, 25.559, 20.107, 2.5, 0, 0, 0, 1
1, 36.299, 38.709, 2.5, 0, 0, 0, 1
1, 33.528, 38.709, 2.5, 0, 0, 0, 1
1, 24.174, 22.507, 2.5, 0, 0, 0, 1
1, 22.788, 24.907, 2.5, 0, 0, 0, 1
1, 30.757, 38.709, 2.5, 0, 0, 0, 1
1, 27.985, 38.709, 2.5, 0, 0, 0, 1
1, 21.402, 27.307, 2.5, 0, 0, 0, 1
1, 3.044, 38.709, 2.5, 0, 0, 0, 0
1, 1.14, 35.412, 2.5, 0, 0, 0, 1
1, 1.14, 30.612, 2.5, 0, 0, 0, 1
1, 5.815, 38.709, 2.5, 0, 0, 0, 1
1, 8.586, 38.709, 2.5, 0, 0, 0, 1
1, 1.14, 25.812, 2.5, 0, 0, 0, 1
1, 1.14, 21.012, 2.5, 0, 0, 0, 1
1, 11.358, 38.709, 2.5, 0, 0, 0, 1
1, 14.129, 38.709, 2.5, 0, 0, 0, 1
1, 1.14, 16.212, 2.5, 0, 0, 0, 1
1, 1.14, 11.412, 2.5, 0, 0, 0, 1
1, 16.9, 38.709, 2.5, 0, 0, 0, 1
1, 19.671, 38.709, 2.5, 0, 0, 0, 1
1, 1.14, 6.612, 2.5, 0, 0, 0, 1
1, 1.14, 1.812, 2.5, 0, 0, 0, 1
1, 22.443, 38.709, 2.5, 0, 0, 0, 1
1, 25.214, 38.709, 2.5, 0, 0, 0, 1
1, 20.017, 29.707, 2.5, 0, 0, 0, 1
1, 19.916, 29.881, 2.5, 0, 0, 0, 1
1, 11.301, 14.959, 2.5, 0, 0, 0, 1
1, 11.502, 14.959, 2.5, 0, 0, 0, 1
1, 3.533, 1.157, 2.5, 0, 0, 0, 1
1, 6.305, 1.157, 2.5, 0, 0, 0, 1
1, 14.273, 14.959, 2.5, 0, 0, 0, 1
1, 17.044, 14.959, 2.5, 0, 0, 0, 1
1, 9.076, 1.157, 2.5, 0, 0, 0, 1
1, 11.847, 1.157, 2.5, 0, 0, 0, 1
1, 19.816, 14.959, 2.5, 0, 0, 0, 1
1, 22.587, 14.959, 2.5, 0, 0, 0, 1
1, 14.618, 1.157, 2.5, 0, 0, 0, 1
1, 17.39, 1.157, 2.5, 0, 0, 0, 1
1, 25.358, 14.959, 2.5, 0, 0, 0, 1
1, 28.13, 14.959, 2.5, 0, 0, 0, 1
1, 20.161, 1.157, 2.5, 0, 0, 0, 1
1, 22.932, 1.157, 2.5, 0, 0, 0, 1
1, 38.692, 28.454, 2.5, 0, 0, 0, 1
1, 38.692, 23.654, 2.5, 0, 0, 0, 1
1, 25.704, 1.157, 2.5, 0, 0, 0, 1
1, 28.475, 1.157, 2.5, 0, 0, 0, 1
1, 38.692, 18.854, 2.5, 0, 0, 0, 1
1, 38.692, 14.054, 2.5, 0, 0, 0, 1
1, 31.246, 1.157, 2.5, 0, 0, 0, 1
1, 34.017, 1.157, 2.5, 0, 0, 0, 1
1, 38.692, 9.254, 2.5, 0, 0, 0, 1
1, 38.692, 4.454, 2.5, 0, 0, 0, 1
1, 36.789, 1.157, 2.5, 0, 0, 0, 1
2, 25.559, 14.959, 5.0, 0, 0, 0, 0
2, 33.528, 1.157, 5.0, 0, 0, 0, 1
2, 30.757, 1.157, 5.0, 0, 0, 0, 1
2, 22.788, 14.959, 5.0, 0, 0, 0, 1
2, 20.017, 14.959, 5.0, 0, 0, 0, 1
2, 27.985, 1.157, 5.0, 0, 0, 0, 1
2, 25.214, 1.157, 5.0, 0, 0, 0, 1
2, 17.245, 14.959, 5.0, 0, 0, 0, 1
2, 14.474, 14.959, 5.0, 0, 0, 0, 1
2, 22.443, 1.157, 5.0, 0, 0, 0, 1
2, 19.671, 1.157, 5.0, 0, 0, 0, 1
2, 11.703, 14.959, 5.0, 0, 0, 0, 1
2, 1.14, 4.454, 5.0, 0, 0, 0, 0
2, 3.044, 1.157, 5.0, 0, 0, 0, 1
2, 5.815, 1.157, 5.0, 0, 0, 0, 1
2, 1.14, 9.254, 5.0, 0, 0, 0, 1
2, 1.14, 14.054, 5.0, 0, 0, 0, 1
2, 8.586, 1.157, 5.0, 0, 0, 0, 1
2, 11.358, 1.157, 5.0, 0, 0, 0, 1
2, 1.14, 18.854, 5.0, 0, 0, 0, 1
2, 1.14, 23.654, 5.0, 0, 0, 0, 1
2, 14.129, 1.157, 5.0, 0, 0, 0, 1
2, 16.9, 1.157, 5.0, 0, 0, 0, 1
2, 1.14, 28.454, 5.0, 0, 0, 0, 1
2, 1.14, 33.254, 5.0, 0, 0, 0, 1
2, 11.502, 15.307, 5.0, 0, 0, 0, 1
2, 12.888, 17.707, 5.0, 0, 0, 0, 1
2, 1.14, 38.054, 5.0, 0, 0, 0, 1
2, 1.14, 38.709, 5.0, 0, 0, 0, 1
2, 3.533, 38.709, 5.0, 0, 0, 0, 1
2, 14.273, 20.107, 5.0, 0, 0, 0, 1
2, 15.659, 22.507, 5.0, 0, 0, 0, 1
2, 6.305, 38.709, 5.0, 0, 0, 0, 1
2, 9.076, 38.709, 5.0, 0, 0, 0, 1
2, 17.044, 24.907, 5.0, 0, 0, 0, 1
2, 18.43, 27.307, 5.0, 0, 0, 0, 1
2, 11.847, 38.709, 5.0, 0, 0, 0, 1
2, 14.618, 38.709, 5.0, 0, 0, 0, 1
2, 19.816, 29.707, 5.0, 0, 0, 0, 1
2, 19.916, 29.881, 5.0, 0, 0, 0, 1
2, 28.531, 14.959, 5.0, 0, 0, 0, 1
